"path","id","parent_id","level","object_id","object_type","object_key","query_status","query_time","query_type","message","created_time","like_count","comment_count","error.message"
"101122604608217","21025","None","0","101122604608217","seed","","","None","None","","","","",""
"101122604608217/101122604608217_895974755122994","21026","21025","1","101122604608217_895974755122994","data","data.*","fetched (200)","2022-10-12 08:35:29.063091","Facebook:/<page-id>/posts","Mox x Vestiaire Collective 獨家優惠延長 把握限定優惠將秋冬造型升級！🧥🧣👢💫  秋意未濃，Mox同Vestiaire Collective一於將獨家優惠延長至10月31日，比你有更多時間賺住升級秋冬造型！你可以繼續以高達HKD450折扣^盡情選購超過500萬款pre-loved #名牌精品，為秋冬衣櫃做足準備！  💰 優惠1：用Mox Card消費滿HKD3,500即享HKD450折扣^！ 只適用於Vestiaire Collective首次購物，Checkout時使用優惠碼「VCMOX450」  💰 優惠2：任何消費用Mox Card可享全單九折^！ 折扣額總上限為HKD200，Checkout時使用優惠碼「VCMOX10」  優惠點止咁少❗記得用Mox Credit畀錢，任你一張或合併賬單申請「簽賬分期」滿HKD5,000，即可成功由3% CashBack，解鎖到5% CashBack*，獨享折上折賺得多過人 😎  🛒 即去Vestiaire Collective網站shopping啦 : www.vestiairecollective.com  #Mox #virtualbank #虛擬銀行 #VestiaireCollective #升級秋冬造型 #優惠延長  借定唔借？還得到先好借！   ^ 受優惠條款及細則約束。受Mox免責條款約束。請瀏覽Mox網站「條款及細則」頁面中的Mox免責聲明以了解更多詳請。  * 由2022年9月1日至10月31日，用Mox Credit 於指定3%CashBack商戶進行合資格消費享高達HKD50的3% CashBack。如5% CashBack解鎖成功後，用Mox Credit 於指定Cashback 商戶進行合資格消費享高達HKD100的5% CashBack。受「5% CashBack解鎖」推廣條款及細則約束。","2022-09-23T09:30:19+0000","","",""
"101122604608217/101122604608217_895974755122994/101122604608217_895974755122994","21097","21026","2","101122604608217_895974755122994","data","data.*","fetched (200)","2022-10-12 08:36:23.722948","Facebook:/<post-id>/comments","本人是佐敦拔萃女書院教師註冊的由立法會議員中大政治行政系校友鄧飛做副主席香港教育工作者聯會永久會員多年超過五年的，早前本人到新會址旺角美觀文化薈免費索取五支試用裝阿卡蘭瑞士冰川保濕爽膚水給我的貌似高海寧李佳芯的女朋友未婚妻阿妍Chloe試用的，按常規是要出示教聯會實體永久會員證的，於是本人早前便申請獲批了中銀(香港)教聯會信用卡因在卡上印有我的教聯會永久會員號碼以代替傳統的實體教聯會會員證的展示，加上在四樓的教師生活館可以低至兩折購買瑞士製造Ascara護膚用品給妻子阿妍Chloe作為用開的在阿里巴巴主席馬雲淘寶網買到的國際名牌Chanel的另一選擇的；本人早前申請Mox Bank Credit以便享用小斯優惠碼消費二千元有六百元回贈的，本人的恆生、livipaylater及中銀(香港)信用卡的卡數期期都不是俾Min pay而是全數清還，故我的環聯信貸評級紀錄一直處於優異良好A級的成績的，加埋我的教聯會教師永久會籍、2022年度香港大律師公會學生會員及兼職自僱人士運輸署六號的士駕駛執照，故我唔明以英國最大渣打銀行為大股東及電訊盈科HKT CSL主席李澤佳為執行董事的Mox Bank到現在為何仍未批Mox Credit給我的呢？因由中聯辦主任駱惠寧主管的一本商務書店我在2022年5月31日滿累計消費二千元獲金會籍，再在明年2023年5月31日前多消費三千元便有白金卡會籍即同中銀(香港)教聯會信用卡一樣在一本商務買中學教科書時獲八折折扣優惠的，但三千累計消費會突然升到三千二百元，在我買過李佳芯心之所往處女作愛情散文集等書後剩餘一千一百二十元要求，突然近幾日又升至一千七百元，咁樣無緣無故提高累計消費額要求，搞到導致本人是永無止境能追到達到升級到一本白金卡會籍要求的(每個月初在油麻地中華書店憑一本白金卡會籍免費獲贈中國國家地理雜誌一本的)；另外本人原先是打算用Mox Credit繳交連續第四年以自修生報考的香港考試及評核局香港中學文憑試數學必修部份一千元考試費的，但最終本人等唔切Mox Credit的批核而用了中銀(香港)教聯會信用卡獲十個巴仙即一百元迎新回贈(最高回贈六百元的)及網上簽帳獲十倍積分即可以二萬五千積分換一張長和系主席李澤鉅的百佳一百元電子現金券的啊！","2022-09-23T09:50:19+0000","1","0",""
"101122604608217/101122604608217_895974755122994/101122604608217_895974755122994","21098","21026","2","101122604608217_895974755122994","data","data.*","fetched (200)","2022-10-12 08:36:23.722948","Facebook:/<post-id>/comments","Mox bank 新客戶可用有效的邀請碼  D9942J 完成開户，兼以 mox credit 消費滿 500 回贈500 的迎新現金獎賞","2022-09-24T03:22:46+0000","0","0",""
"101122604608217/101122604608217_895974755122994/101122604608217_895974755122994","21099","21026","2","101122604608217_895974755122994","data","data.*","fetched (200)","2022-10-12 08:36:23.722948","Facebook:/<post-id>/comments","兌換完日元, 點禁出黎用? 定係直接用信用卡就可以?","2022-09-26T05:43:00+0000","0","1",""
"101122604608217/101122604608217_895974755122994/101122604608217_895974755122994","21100","21026","2","101122604608217_895974755122994","data","data.*","fetched (200)","2022-10-12 08:36:23.722948","Facebook:/<post-id>/comments","Hi Hui Gary， 多謝你嘅查詢，Mox暫時只支援兌換服務，目前未能支援從你的 Mox 戶口中的任何外幣存款提取現金，謝謝。","2022-09-27T03:59:56+0000","0","0",""
"101122604608217/101122604608217_895974755122994/101122604608217_895974755122994","21101","21026","2","101122604608217_895974755122994","data","data.*","fetched (200)","2022-10-12 08:36:23.722948","Facebook:/<post-id>/comments","MOX BANK 新客户成功開户獎賞加碼！ Mox bank 全新客户輸入有效邀請碼 RGBKNH 成功開户兼申請Mox credit，及30天內以 mox credit 消費滿500, 你會額外多 500 迎新開户獎賞。  RGBKNH","2022-09-27T15:39:45+0000","0","0",""
"101122604608217/101122604608217_895974755122994/101122604608217_895974755122994","21102","21026","2","101122604608217_895974755122994","data","data.*","fetched (200)","2022-10-12 08:36:23.722948","Facebook:/<post-id>/comments","老千銀行，我開左唔夠2，3個月，mox credit被hack，報左警，銀行只係不負責任地，不斷只要求客人自己負責條數！仲要由報左警當晚，聯絡客服，不單只唔係幫我先處理涷結戶口之類既行動，而只係不斷叫我繳交被人盜用左既錢  我一定會搵相關媒體去報道你地mox bank既服務有幾差 同埋 幾不負責任！","2022-09-29T09:06:14+0000","0","1",""
"101122604608217/101122604608217_895974755122994/101122604608217_895974755122994","21103","21026","2","101122604608217_895974755122994","data","data.*","fetched (200)","2022-10-12 08:36:23.722948","Facebook:/<post-id>/comments","MOX BANK有效開户邀請碼 3Z795F","2022-09-29T22:43:30+0000","0","0",""
"101122604608217/101122604608217_895974755122994/101122604608217_895974755122994","21104","21026","2","101122604608217_895974755122994","data","data.*","fetched (200)","2022-10-12 08:36:23.722948","Facebook:/<post-id>/comments","Hi Ying Chan，多謝你嘅查詢，如果你懷疑有任何可疑的戶口活動或懷疑有人未經授權使用你的戶口，請立即:  更改你的密碼。你可以登入Mox app並前往「設定」，選擇「戶口及Mox Card設定」以作更改。 更改密碼後，請即為Mox Card上鎖並申請補發新卡。我們將立即為你批核新的Mox Card並安排寄出你的實體卡。  最後，請透過以下方法與我們聯絡，讓我們幫助你避免事件再次發生: 在Mox app中使用短訊或語音通話 致電: +852 2888 8228 電郵: care@mox.com  謝謝！","2022-09-30T04:18:30+0000","0","0",""
"101122604608217/101122604608217_895974755122994/101122604608217_895974755122994","21105","21026","2","101122604608217_895974755122994","data","data.*","fetched (200)","2022-10-12 08:36:23.722948","Facebook:/<post-id>/comments","🥳 立即下載Mox Bank 及申請Mox credit 用邀請碼 D9942J 開戶  成功申請 Mox Credit 30日內 消費滿HKD500，賺取HKD500現金獎賞  https://mox.com/zh/invite?code=D9942J","2022-10-03T12:19:47+0000","0","0",""
"101122604608217/101122604608217_895974755122994/101122604608217_895974755122994","21106","21026","2","101122604608217_895974755122994","data","data.*","fetched (200)","2022-10-12 08:36:23.722948","Facebook:/<post-id>/comments","🥳 於Mox開戶賺取高達HKD500現金獎勵  快來體驗嶄新的銀行服務——Mox，由渣打銀行全力策動的虛擬銀行，為你帶來全新的理財體驗！  1️⃣ 2022年10月31日或以前開立Mox戶口並輸入我的邀請碼  E2RF5H  2️⃣ 在開戶時或開戶後，申請Mox Credit賺盡奬賞 3️⃣  開戶後30日內以Mox Credit累積消費HKD500，即可獲取💰HKD500。^  立即到App Store或 Google Play搜尋Mox Bank並下載Mox app啦！了解更多：https://mox.com/zh/invite?code=E2RF5H  借定唔借？還得到先好借！ ^受推廣條款及細則約束。","2022-10-08T07:39:33+0000","0","0",""
"101122604608217/101122604608217_895974755122994/101122604608217_895974755122994","21107","21026","2","101122604608217_895974755122994","data","data.*","fetched (200)","2022-10-12 08:36:23.722948","Facebook:/<post-id>/comments","🙂🙂🙂 Mox Bank 有效開户邀請碼  D9942J 申請Mox Credit 30日內消費滿500回贈500","2022-10-09T05:32:25+0000","0","0",""
"101122604608217/101122604608217_895974755122994/101122604608217_895974755122994","21108","21026","2","101122604608217_895974755122994","data","data.*","fetched (200)","2022-10-12 08:36:23.722948","Facebook:/<post-id>/comments","🥳 立即下載Mox Bank 及申請Mox credit 用邀請碼 D9942J 開戶  成功申請 Mox Credit 30日內 消費滿HKD500，賺取HKD500現金獎賞  https://mox.com/zh/invite?code=D9942J","2022-10-09T05:32:32+0000","0","0",""
"101122604608217/101122604608217_895974755122994/101122604608217_895974755122994","21109","21026","2","101122604608217_895974755122994","data","data.*","fetched (200)","2022-10-12 08:36:23.722948","Facebook:/<post-id>/comments","請詳盡地講解一下呢張卡的CBF 費用 ! 消費者應該有知情權, 尤其現在大量市民會在國外消費 !","2022-10-10T01:48:28+0000","0","0",""
"101122604608217/101122604608217_895974755122994/101122604608217_895974755122994","21110","21026","2","101122604608217_895974755122994","offcut","","fetched (200)","2022-10-12 08:36:23.722948","Facebook:/<post-id>/comments","","","","",""
"101122604608217/101122604608217_895050541882082","21027","21025","1","101122604608217_895050541882082","data","data.*","fetched (200)","2022-10-12 08:35:29.063091","Facebook:/<page-id>/posts","Mox 2周年 🎉 刮出2想不到驚喜 HKD2,888現金賞等你賺！  即日起至9月28日期間，只需用Mox Credit單筆簽賬滿HKD800，即獎你刮刮卡一張 💰 隨時賺高達HKD2,888^，活動期間每人最多可獲刮刮卡 2️⃣ 張。數量有限，先到先得，換完即止！🌟 記住留意我哋Facebook同Instagram嘅最新消息。  💳 用Mox Credit消費好處超多，除咗有刮刮卡玩之外，🛍️ 指定商戶仲可以賺3% CashBack*，解鎖埋5% CashBack*賺更多！喺任何其他商戶消費都有得賺1%無上限CashBack**，係真真正正嘅現金回贈，即時計算，每日落袋。  📱仲未有Mox？立即到App Store及Google Play下載Mox app，用指定邀請碼 #MOXVIBES 幾分鐘開戶兼申請Mox Credit，從此體驗真正精明理財！  #Mox #virtualbank #虛擬銀行 #MoxCredit #2想不到 #刮刮卡 #一刮即賺  借定唔借？還得到先好借！  ^ 受 Mox 2週年刮刮卡推廣條款及細則約束。  * 由2022年9月1日至10月31日，用Mox Credit 於CashBack商戶進行合資格消費可享高達HKD50的3% CashBack。由2022年8月1日至9月30日，如5% CashBack解鎖成功後，用Mox Credit 於CashBack 商戶進行合資格消費可享高達HKD100的5% CashBack（與3% Cashback上限總合計算）。受一般條款及細則（留意當中的附表1的第7條）約束。有關現時的CashBack推廣優惠，你亦可瀏覽Mox網站「條款及細則」頁面中的Mox CashBack列表以了解更多詳情。  ** 由2021年5月4日起，用Mox Credit所進行的合資格交易即享1%無上限CashBack。受CashBack條款及細則約束。","2022-09-22T07:31:42+0000","","",""
"101122604608217/101122604608217_895050541882082/101122604608217_895050541882082","21111","21027","2","101122604608217_895050541882082","data","data.*","fetched (200)","2022-10-12 08:36:24.111974","Facebook:/<post-id>/comments","🥳 立即下載Mox Bank 及申請Mox credit 用邀請碼 D9942J 開戶  成功申請 Mox Credit 30日內 消費滿HKD500，賺取HKD500現金獎賞  https://mox.com/zh/invite?code=D9942J","2022-09-22T10:51:15+0000","0","0",""
"101122604608217/101122604608217_895050541882082/101122604608217_895050541882082","21112","21027","2","101122604608217_895050541882082","data","data.*","fetched (200)","2022-10-12 08:36:24.111974","Facebook:/<post-id>/comments","MOX BANK 新客户成功開户迎新獎賞加碼至500元  新客户用埋有效邀請碼 3Z795F 成功開户及30天內以 mox credit 消費滿500, mox bank 就送你 500 迎新開户獎賞！！","2022-09-26T07:47:18+0000","0","0",""
"101122604608217/101122604608217_895050541882082/101122604608217_895050541882082","21113","21027","2","101122604608217_895050541882082","data","data.*","fetched (200)","2022-10-12 08:36:24.111974","Facebook:/<post-id>/comments","MOX BANK 新客户成功開户獎賞加碼！ Mox bank 全新客户輸入有效邀請碼 RGBKNH 成功開户兼申請Mox credit，及30天內以 mox credit 消費滿500, 你會額外多 500 迎新開户獎賞。  RGBKNH","2022-09-27T15:39:56+0000","0","0",""
"101122604608217/101122604608217_895050541882082/101122604608217_895050541882082","21114","21027","2","101122604608217_895050541882082","data","data.*","fetched (200)","2022-10-12 08:36:24.111974","Facebook:/<post-id>/comments","老千銀行，我開左唔夠2，3個月，mox credit被hack，報左警，銀行只係不負責任地，不斷只要求客人自己負責條數！仲要由報左警當晚，聯絡客服，不單只唔係幫我先處理涷結戶口之類既行動，而只係不斷叫我繳交被人盜用左既錢  我一定會搵相關媒體去報道你地mox bank既服務有幾差 同埋 幾不負責任！","2022-09-29T09:06:38+0000","0","1",""
"101122604608217/101122604608217_895050541882082/101122604608217_895050541882082","21115","21027","2","101122604608217_895050541882082","data","data.*","fetched (200)","2022-10-12 08:36:24.111974","Facebook:/<post-id>/comments","🥳 立即下載Mox Bank 及申請Mox credit 用邀請碼 D9942J 開戶  成功申請 Mox Credit 30日內 消費滿HKD500，賺取HKD500現金獎賞  https://mox.com/zh/invite?code=D9942J","2022-10-03T12:19:27+0000","0","0",""
"101122604608217/101122604608217_895050541882082/101122604608217_895050541882082","21116","21027","2","101122604608217_895050541882082","data","data.*","fetched (200)","2022-10-12 08:36:24.111974","Facebook:/<post-id>/comments","🥳 於Mox開戶賺取高達HKD500現金獎勵  快來體驗嶄新的銀行服務——Mox，由渣打銀行全力策動的虛擬銀行，為你帶來全新的理財體驗！  1️⃣ 2022年10月31日或以前開立Mox戶口並輸入我的邀請碼  E2RF5H  2️⃣ 在開戶時或開戶後，申請Mox Credit賺盡奬賞 3️⃣  開戶後30日內以Mox Credit累積消費HKD500，即可獲取💰HKD500。^  立即到App Store或 Google Play搜尋Mox Bank並下載Mox app啦！了解更多：https://mox.com/zh/invite?code=E2RF5H  借定唔借？還得到先好借！ ^受推廣條款及細則約束。","2022-10-08T07:39:44+0000","0","0",""
"101122604608217/101122604608217_895050541882082/101122604608217_895050541882082","21117","21027","2","101122604608217_895050541882082","data","data.*","fetched (200)","2022-10-12 08:36:24.111974","Facebook:/<post-id>/comments","請詳盡地講解一下呢張卡的CBF 費用 ! 消費者應該有知情權, 尤其現在大量市民會在國外消費 !","2022-10-10T01:49:56+0000","0","0",""
"101122604608217/101122604608217_895050541882082/101122604608217_895050541882082","21118","21027","2","101122604608217_895050541882082","offcut","","fetched (200)","2022-10-12 08:36:24.111974","Facebook:/<post-id>/comments","","","","",""
"101122604608217/101122604608217_893536035366866","21028","21025","1","101122604608217_893536035366866","data","data.*","fetched (200)","2022-10-12 08:35:29.063091","Facebook:/<page-id>/posts","記住追住粒星星 🤩 咁就唔會錯過最新Mox優惠  幫緊你幫緊你！上Mox app 📱 打開所有市場推廣及宣傳通知，🆕 最快最新嘅精彩獎賞與優惠即刻閃到埋身！無論儲錢理財獎賞、購物折扣定獨家體驗 🛍 有咩新優惠即時話你知，咁就方便好多啦💪🏻   唔想錯過任何優惠，即刻睇下點打開通知啦：  1️⃣ Mox app主頁 >「頭像」>「設定」  2️⃣ 撳「App設定」> 再撳「市場推廣及宣傳」  3️⃣ 任揀推廣渠道，第一時間知晒所有優惠    除咗訂閱，記得去埋Mox app「探索」頁面睇晒最新嘅 #Mox獨家優惠 👀 見到啱心水優惠或者體驗仲可以即刻買即刻Join，咁就快人一步啦👍    即刻下載Mox app，唔好錯過任何一個獨家優惠： https://bit.ly/3LL01TE    #Mox #virtualbank #虛擬銀行 #打開通知 #Mox獨家優惠","2022-09-20T05:30:48+0000","","",""
"101122604608217/101122604608217_893536035366866/101122604608217_893536035366866","21119","21028","2","101122604608217_893536035366866","data","data.*","fetched (200)","2022-10-12 08:36:24.449264","Facebook:/<post-id>/comments","12日了，仲未批credit比人用，係咪玩人！","2022-09-21T01:39:06+0000","0","2",""
"101122604608217/101122604608217_893536035366866/101122604608217_893536035366866","21120","21028","2","101122604608217_893536035366866","data","data.*","fetched (200)","2022-10-12 08:36:24.449264","Facebook:/<post-id>/comments","呃人的銀行 不知所謂 沒有跟進 亦沒有回應人","2022-09-21T02:54:09+0000","0","1",""
"101122604608217/101122604608217_893536035366866/101122604608217_893536035366866","21121","21028","2","101122604608217_893536035366866","data","data.*","fetched (200)","2022-10-12 08:36:24.449264","Facebook:/<post-id>/comments","消費3000 +0.5%利率 適用於戶口消費？因Mox credit 未批","2022-09-21T04:17:49+0000","0","1",""
"101122604608217/101122604608217_893536035366866/101122604608217_893536035366866","21122","21028","2","101122604608217_893536035366866","data","data.*","fetched (200)","2022-10-12 08:36:24.449264","Facebook:/<post-id>/comments","Hi Anna Yuen，多謝你嘅查詢， 一般情況下需要30個工作天處理，謝謝你嘅耐心等候。","2022-09-21T04:35:15+0000","0","0",""
"101122604608217/101122604608217_893536035366866/101122604608217_893536035366866","21123","21028","2","101122604608217_893536035366866","data","data.*","fetched (200)","2022-10-12 08:36:24.449264","Facebook:/<post-id>/comments","請問我之前取消咗戶口，可以再開戶口嗎？還有迎新嗎？","2022-09-21T15:03:13+0000","0","1",""
"101122604608217/101122604608217_893536035366866/101122604608217_893536035366866","21124","21028","2","101122604608217_893536035366866","data","data.*","fetched (200)","2022-10-12 08:36:24.449264","Facebook:/<post-id>/comments","你好 Anna Yuen， 多謝你嘅查詢，亦唔好意思為你帶來不愉快經驗，我哋會向有關部門反映你嘅意見，你亦可以透過以下途徑聯絡我哋有關事宜， － 在Mox app中使用短訊或語音通話 － 致電：+852 2888 8228 － 電郵：care@mox.com 再次抱歉為你帶來不愉快經驗，謝謝！","2022-09-22T04:12:47+0000","0","0",""
"101122604608217/101122604608217_893536035366866/101122604608217_893536035366866","21125","21028","2","101122604608217_893536035366866","data","data.*","fetched (200)","2022-10-12 08:36:24.449264","Facebook:/<post-id>/comments","多謝你嘅查詢，唔好意思，為咗準確跟進，你嘅查詢需交由我們的客戶服務團隊處理，請您透過以下途徑聯絡我哋有關事宜，  － 在Mox app中使用線上短訊或語音通話  － 致電：+852 2888 8228  － 電郵：care@mox.com  惟由於Mox近日線路非常繁忙，他們正努力及盡快回覆有關的顧客查詢，謝謝！","2022-09-22T04:37:11+0000","0","0",""
"101122604608217/101122604608217_893536035366866/101122604608217_893536035366866","21126","21028","2","101122604608217_893536035366866","data","data.*","fetched (200)","2022-10-12 08:36:24.449264","Facebook:/<post-id>/comments","🥳 立即下載Mox Bank 及申請Mox credit 用邀請碼 D9942J 開戶  成功申請30日內用 Mox Credit 消費滿HKD500，賺取HKD500現金獎賞  https://mox.com/zh/invite?code=D9942J","2022-09-22T10:48:35+0000","0","0",""
"101122604608217/101122604608217_893536035366866/101122604608217_893536035366866","21127","21028","2","101122604608217_893536035366866","data","data.*","fetched (200)","2022-10-12 08:36:24.449264","Facebook:/<post-id>/comments","Mox bank 新客戶可用有效的邀請碼 3Z795F 完成開户，兼以 mox credit 消費滿 500 回贈500 的迎新現金獎賞","2022-09-22T21:03:25+0000","0","0",""
"101122604608217/101122604608217_893536035366866/101122604608217_893536035366866","21128","21028","2","101122604608217_893536035366866","data","data.*","fetched (200)","2022-10-12 08:36:24.449264","Facebook:/<post-id>/comments","🥳 立即下載Mox Bank 及申請Mox credit 用邀請碼 D9942J 開戶  成功申請 Mox Credit 消費滿HKD500，賺取HKD500現金獎賞  https://mox.com/zh/invite?code=D9942J","2022-09-24T03:21:17+0000","0","0",""
"101122604608217/101122604608217_893536035366866/101122604608217_893536035366866","21129","21028","2","101122604608217_893536035366866","data","data.*","fetched (200)","2022-10-12 08:36:24.449264","Facebook:/<post-id>/comments","Mox bank 新客戶可用有效的邀請碼  D9942J 完成開户，兼以 mox credit 消費滿 500 回贈500 的迎新現金獎賞","2022-09-24T03:21:41+0000","0","0",""
"101122604608217/101122604608217_893536035366866/101122604608217_893536035366866","21130","21028","2","101122604608217_893536035366866","data","data.*","fetched (200)","2022-10-12 08:36:24.449264","Facebook:/<post-id>/comments","Hi Lam Lam，多謝你嘅查詢，如果未有Mox Credit嘅話，你都可以使用Mox Card戶口扣賬消費，每月消費滿 HK$3,000，即享0.5%存款年利率。 詳情請查閱 : https://mox.com/promotions/earn-up-to-1-p-a-deposit-rate-new-funds/  謝謝。","2022-09-26T01:51:12+0000","0","0",""
"101122604608217/101122604608217_893536035366866/101122604608217_893536035366866","21131","21028","2","101122604608217_893536035366866","data","data.*","fetched (200)","2022-10-12 08:36:24.449264","Facebook:/<post-id>/comments","老千銀行，我開左唔夠2，3個月，mox credit被hack，報左警，銀行只係不負責任地，不斷只要求客人自己負責條數！仲要由報左警當晚，聯絡客服，不單只唔係幫我先處理涷結戶口之類既行動，而只係不斷叫我繳交被人盜用左既錢  我一定會搵相關媒體去報道你地mox bank既服務有幾差 同埋 幾不負責任！","2022-09-29T09:37:43+0000","0","0",""
"101122604608217/101122604608217_893536035366866/101122604608217_893536035366866","21132","21028","2","101122604608217_893536035366866","data","data.*","fetched (200)","2022-10-12 08:36:24.449264","Facebook:/<post-id>/comments","🥳 立即下載Mox Bank 及申請Mox credit 用邀請碼 D9942J 開戶  成功申請 Mox Credit 30日內 消費滿HKD500，賺取HKD500現金獎賞  https://mox.com/zh/invite?code=D9942J","2022-10-03T12:20:02+0000","0","0",""
"101122604608217/101122604608217_893536035366866/101122604608217_893536035366866","21133","21028","2","101122604608217_893536035366866","data","data.*","fetched (200)","2022-10-12 08:36:24.449264","Facebook:/<post-id>/comments","請詳盡地講解一下呢張卡的CBF 費用 ! 消費者應該有知情權, 尤其現在大量市民會在國外消費 !","2022-10-10T01:50:15+0000","0","0",""
"101122604608217/101122604608217_893536035366866/101122604608217_893536035366866","21134","21028","2","101122604608217_893536035366866","offcut","","fetched (200)","2022-10-12 08:36:24.449264","Facebook:/<post-id>/comments","","","","",""
"101122604608217/101122604608217_886069532780183","21029","21025","1","101122604608217_886069532780183","data","data.*","fetched (200)","2022-10-12 08:35:29.063091","Facebook:/<page-id>/posts","Mox祝大家中秋節快樂 🌕 同朋友一齊賞月再賺埋獎賞！   今個中秋 🥮 約埋班friend唔止賞月 🌕 仲一齊「賞」更多現金獎賞！只要成功推薦5位好友，即可賺HKD1,000！之後每位成功推薦嘅好友位位可賺HKD100！🤩   想知點樣夾埋好友賺得更多，即刻上呢度睇下： https://bit.ly/3R3b4uS   #Mox #virtualbank #虛擬銀行 #多友多賞 #邀請越多 #獎賞越多 #賞月 #中秋節快樂    借定唔借？還得到先好借！   推廣期：由即日起至2022年9月30日。   受條款及細則約束。推薦好友須指定時間內使用Mox Credit達到指定消費要求才計算為「成功推薦」，詳情請參考「Mox推薦共賞計劃」條款及細則。","2022-09-10T03:51:08+0000","","",""
"101122604608217/101122604608217_886069532780183/101122604608217_886069532780183","21135","21029","2","101122604608217_886069532780183","data","data.*","fetched (200)","2022-10-12 08:36:24.889203","Facebook:/<post-id>/comments","🙂🙂🙂Mox bank 有效開户邀請碼 3Z795F","2022-09-10T08:30:59+0000","0","0",""
"101122604608217/101122604608217_886069532780183/101122604608217_886069532780183","21136","21029","2","101122604608217_886069532780183","data","data.*","fetched (200)","2022-10-12 08:36:24.889203","Facebook:/<post-id>/comments","交齊哂資料成個星期都仲未開到户口！次次打上黎都話處理緊！","2022-09-13T01:56:00+0000","0","1",""
"101122604608217/101122604608217_886069532780183/101122604608217_886069532780183","21137","21029","2","101122604608217_886069532780183","data","data.*","fetched (200)","2022-10-12 08:36:24.889203","Facebook:/<post-id>/comments","Hi Benny Chan， 多謝你嘅查詢，由於近日開戶人數眾多，請耐心等多等🙇🏻‍♂️。","2022-09-13T09:24:28+0000","0","0",""
"101122604608217/101122604608217_886069532780183/101122604608217_886069532780183","21138","21029","2","101122604608217_886069532780183","data","data.*","fetched (200)","2022-10-12 08:36:24.889203","Facebook:/<post-id>/comments","你好 我過錯數  請問可以攞返嗎🙏🙏","2022-09-16T09:19:30+0000","0","1",""
"101122604608217/101122604608217_886069532780183/101122604608217_886069532780183","21139","21029","2","101122604608217_886069532780183","data","data.*","fetched (200)","2022-10-12 08:36:24.889203","Facebook:/<post-id>/comments","🥳 立即下載Mox Bank 及申請Mox credit 用邀請碼 D9942J 消費$250回贈$250  https://mox.com/zh/invite?code=D9942J","2022-09-16T23:11:05+0000","0","0",""
"101122604608217/101122604608217_886069532780183/101122604608217_886069532780183","21140","21029","2","101122604608217_886069532780183","data","data.*","fetched (200)","2022-10-12 08:36:24.889203","Facebook:/<post-id>/comments","🙂🙂🙂Mox bank 有效開户邀請碼  D9942J","2022-09-16T23:11:14+0000","0","0",""
"101122604608217/101122604608217_886069532780183/101122604608217_886069532780183","21141","21029","2","101122604608217_886069532780183","data","data.*","fetched (200)","2022-10-12 08:36:24.889203","Facebook:/<post-id>/comments","🥳 於Mox開戶賺取高達HKD250現金獎 https://mox.com/zh/invite?code=GW9N3F 1️⃣ 2022年8月31日或以前開立Mox戶口並輸入我的邀請碼 GW9N3F 2️⃣ 在開戶時或開戶後，申請Mox Credit賺盡奬賞 3️⃣ 開戶後30日內以Mox Credit累積消費HKD250，即可獲取💰HKD250。^ 立即到App Store或 Google Play搜尋Mox Bank並下載Mox app啦","2022-09-18T12:44:03+0000","0","0",""
"101122604608217/101122604608217_886069532780183/101122604608217_886069532780183","21142","21029","2","101122604608217_886069532780183","data","data.*","fetched (200)","2022-10-12 08:36:24.889203","Facebook:/<post-id>/comments","Hi 龔喜發， 多謝你嘅查詢，除非是還未執行的預設轉數，否則在你按下確認後，所有本地轉數交易都不可以更改或取消。建議你要仔細檢查清楚收款人和轉數金額，確保所有資料正確無誤，才確認轉數。  你亦可以透過以下途徑聯絡我哋有關事宜， － 在Mox app中使用短訊或語音通話 － 致電：+852 2888 8228 － 電郵：care@mox.com 謝謝！","2022-09-20T08:19:38+0000","0","0",""
"101122604608217/101122604608217_886069532780183/101122604608217_886069532780183","21143","21029","2","101122604608217_886069532780183","data","data.*","fetched (200)","2022-10-12 08:36:24.889203","Facebook:/<post-id>/comments","老千銀行，我開左唔夠2，3個月，mox credit被hack，報左警，銀行只係不負責任地，不斷只要求客人自己負責條數！仲要由報左警當晚，聯絡客服，不單只唔係幫我先處理涷結戶口之類既行動，而只係不斷叫我繳交被人盜用左既錢  我一定會搵相關媒體去報道你地mox bank既服務有幾差 同埋 幾不負責任！","2022-09-29T09:07:12+0000","0","0",""
"101122604608217/101122604608217_886069532780183/101122604608217_886069532780183","21144","21029","2","101122604608217_886069532780183","data","data.*","fetched (200)","2022-10-12 08:36:24.889203","Facebook:/<post-id>/comments","請詳盡地講解一下呢張卡的CBF 費用 ! 消費者應該有知情權, 尤其現在大量市民會在國外消費 !","2022-10-10T01:50:29+0000","0","0",""
"101122604608217/101122604608217_886069532780183/101122604608217_886069532780183","21145","21029","2","101122604608217_886069532780183","offcut","","fetched (200)","2022-10-12 08:36:24.889203","Facebook:/<post-id>/comments","","","","",""
